ident,iata_code,icao_code,local_code,name,type,latitude_deg,longitude_deg,elevation_ft,country_name,region_name,runway_lengths_ft,runway_surfaces,airtanker_base,index__gacc,gacc
KPVG,,KPVG,PVG,Hampton Roads Executive Airport,small_airport,36.780391,-76.44881,28.0,United States,Virginia,5350,asphalt,False,100,Southern Area Coordination Center
KPVU,PVU,KPVU,PVU,Provo-Utah Lake International Airport,medium_airport,40.2192,-111.723,4497.0,United States,Utah,"6614,8599","asphalt,asphalt",False,118,Great Basin Coordination Center
KPVW,PVW,KPVW,PVW,Hale County Airport,small_airport,34.168098,-101.717003,3374.0,United States,Texas,5997,asphalt,False,100,Southern Area Coordination Center
KPWA,PWA,KPWA,PWA,Wiley Post Airport,small_airport,35.53419876,-97.64710236,1300.0,United States,Oklahoma,5000,asphalt,False,100,Southern Area Coordination Center
KPWG,,,PWG,McGregor Executive Airport,small_airport,31.48489952,-97.3164978,592.0,United States,Texas,5501,asphalt,False,100,Southern Area Coordination Center
KPWK,PWK,,PWK,Chicago Executive Airport,medium_airport,42.114222,-87.901494,647.0,United States,Illinois,5000,asphalt,False,51,Eastern Area Coordination Center
KPWM,PWM,KPWM,PWM,Portland International Jetport,large_airport,43.646198,-70.309303,76.0,United States,Maine,"5001,7200","asphalt,asphalt",False,51,Eastern Area Coordination Center
KPWT,PWT,KPWT,PWT,Bremerton National Airport,medium_airport,47.490200042725,-122.76499938965,444.0,United States,Washington,"5122,6000","asphalt,asphalt",False,90,Northwest Interagency Coordination Center
KPXE,,,PXE,Perry Houston County Airport,small_airport,32.510601,-83.767303,418.0,United States,Georgia,5002,asphalt,False,100,Southern Area Coordination Center
KPYP,,,PYP,Centre-Piedmont-Cherokee County Regional Airport,small_airport,34.089977,-85.610069,596.0,United States,Alabama,5500,asphalt,False,100,Southern Area Coordination Center
KPYX,,,PYX,Perryton Ochiltree County Airport,small_airport,36.412899017333984,-100.7519989013672,2918.0,United States,Texas,5700,asphalt,False,100,Southern Area Coordination Center
KRAL,RAL,KRAL,RAL,Riverside Municipal Airport,medium_airport,33.9519,-117.445,819.0,United States,California,5401,asphalt,False,96,Southern California Coordination Center
KRBL,RBL,KRBL,RBL,Red Bluff Municipal Airport,medium_airport,40.1506996155,-122.251998901,352.0,United States,California,5700,asphalt,False,87,Northern California Geographic Area Coordination Center
KRBM,,,RBM,Robinson Army Air Field,small_airport,34.847656,-92.29949,587.0,United States,Arkansas,5000,asphalt,False,100,Southern Area Coordination Center
KRCR,RCR,KRCR,RCR,Fulton County Airport,small_airport,41.0656013489,-86.18170166019999,790.0,United States,Indiana,5001,asphalt,False,51,Eastern Area Coordination Center
KRDD,RDD,KRDD,RDD,Redding Municipal Airport,medium_airport,40.50899887,-122.2929993,505.0,United States,California,"5067,7003","asphalt,asphalt",True,87,Northern California Geographic Area Coordination Center
KRDG,RDG,KRDG,RDG,Reading Regional Airport (Carl A Spaatz Field),medium_airport,40.378502,-75.965202,344.0,United States,Pennsylvania,"5151,6350","asphalt,asphalt",False,51,Eastern Area Coordination Center
KRDM,RDM,KRDM,RDM,Roberts Field,medium_airport,44.254101,-121.150002,3080.0,United States,Oregon,"6998,7040","asphalt,asphalt",True,90,Northwest Interagency Coordination Center
KRDU,RDU,KRDU,RDU,Raleigh Durham International Airport,large_airport,35.877602,-78.787498,435.0,United States,North Carolina,7500,asphalt,False,100,Southern Area Coordination Center
KRFD,RFD,KRFD,RFD,Chicago Rockford International Airport,medium_airport,42.1954,-89.097198,742.0,United States,Illinois,8199,asphalt,False,51,Eastern Area Coordination Center
KRGK,,,RGK,Red Wing Regional Airport,small_airport,44.589401,-92.485001,778.0,United States,Minnesota,5011,asphalt,False,51,Eastern Area Coordination Center
KRHI,RHI,KRHI,RHI,Rhinelander Oneida County Airport,medium_airport,45.63119888305664,-89.46749877929688,1624.0,United States,Wisconsin,5600,asphalt,False,51,Eastern Area Coordination Center
KRHP,,,RHP,Western Carolina Regional Airport,medium_airport,35.195202,-83.862999,1697.0,United States,North Carolina,5500,asphalt,False,100,Southern Area Coordination Center
KRIC,RIC,KRIC,RIC,Richmond International Airport,large_airport,37.505199,-77.319702,167.0,United States,Virginia,"5326,6607,9003","asphalt,asphalt,asphalt",False,100,Southern Area Coordination Center
KRID,RID,KRID,RID,Richmond Municipal Airport,small_airport,39.757198,-84.842796,1140.0,United States,Indiana,"5000,5500","asphalt,asphalt",False,51,Eastern Area Coordination Center
KRIF,RIF,KRIF,RIF,Richfield Municipal Airport,small_airport,38.734068,-112.101603,5301.0,United States,Utah,6600,asphalt,False,118,Great Basin Coordination Center
KRIL,RIL,KRIL,RIL,Garfield County Regional Airport,medium_airport,39.526299,-107.726997,5548.0,United States,Colorado,7000,asphalt,False,119,Rocky Mountain Area Coordination Center
KRIW,RIW,KRIW,RIW,Central Wyoming Regional Airport,medium_airport,43.064201,-108.459999,5525.0,United States,Wyoming,8203,asphalt,False,119,Rocky Mountain Area Coordination Center
KRKD,RKD,KRKD,RKD,Knox County Regional Airport,medium_airport,44.060101,-69.099197,56.0,United States,Maine,5007,asphalt,False,51,Eastern Area Coordination Center
KRKP,RKP,KRKP,RKP,Aransas County Airport,small_airport,28.0867996216,-97.0446014404,24.0,United States,Texas,5608,asphalt,False,100,Southern Area Coordination Center
KRKS,RKS,KRKS,RKS,Southwest Wyoming Regional Airport,medium_airport,41.5942,-109.065001,6764.0,United States,Wyoming,"5223,10000","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KRMG,RMG,KRMG,RMG,Richard B Russell Airport,medium_airport,34.3506011963,-85.15799713130001,644.0,United States,Georgia,6000,asphalt,False,100,Southern Area Coordination Center
KRMN,,KRMN,RMN,Stafford Regional Airport,small_airport,38.398102,-77.455498,211.0,United States,Virginia,5000,asphalt,False,100,Southern Area Coordination Center
KRNC,RNC,KRNC,RNC,Warren County Memorial Airport,small_airport,35.69869995,-85.84380341,1032.0,United States,Tennessee,5000,asphalt,False,100,Southern Area Coordination Center
KRNM,,,RNM,Ramona Airport,small_airport,33.0392,-116.915001,1395.0,United States,California,5001,asphalt,True,96,Southern California Coordination Center
KRNT,RNT,KRNT,RNT,Renton Municipal Airport,small_airport,47.4930992126,-122.216003418,32.0,United States,Washington,5382,asphalt,False,90,Northwest Interagency Coordination Center
KROA,ROA,KROA,ROA,Roanoke–Blacksburg Regional Airport,medium_airport,37.3255,-79.975403,1175.0,United States,Virginia,"5810,6800","asphalt,asphalt",False,100,Southern Area Coordination Center
KROC,ROC,KROC,ROC,Frederick Douglass Greater Rochester International Airport,medium_airport,43.1189,-77.672401,559.0,United States,New York,"6402,8001","asphalt,asphalt",False,51,Eastern Area Coordination Center
KROG,ROG,KROG,ROG,Rogers Municipal Airport-Carter Field,small_airport,36.37229919,-94.10690308,1359.0,United States,Arkansas,6011,asphalt,False,100,Southern Area Coordination Center
KROW,ROW,KROW,ROW,Roswell Air Center Airport,medium_airport,33.301601,-104.530998,3671.0,United States,New Mexico,9999,asphalt,False,97,Southwest Area Coordination Center
KRPD,RIE,KRPD,RPD,Rice Lake Regional Airport - Carl's Field,small_airport,45.423024,-91.773127,1109.0,United States,Wisconsin,5700,asphalt,False,51,Eastern Area Coordination Center
KRPX,RPX,KRPX,RPX,Roundup Airport,small_airport,46.475095,-108.541497,3500.0,United States,Montana,5098,asphalt,False,89,Northern Rockies Coordination Center
KRQE,,,RQE,Window Rock Airport,small_airport,35.652099609375,-109.06700134277344,6742.0,United States,Arizona,7000,asphalt,False,97,Southwest Area Coordination Center
KRQO,RQO,,RQO,El Reno Regional Airport,small_airport,35.472698,-98.005798,1420.0,United States,Oklahoma,5600,grooved concrete,False,100,Southern Area Coordination Center
KRRL,RRL,KRRL,RRL,Merrill Municipal Airport,small_airport,45.1988983154,-89.7128982544,1318.0,United States,Wisconsin,5100,asphalt,False,51,Eastern Area Coordination Center
KRRT,RRT,KRRT,RRT,Warroad International Memorial Airport,small_airport,48.94139862,-95.3483963,1076.0,United States,Minnesota,5400,asphalt,False,51,Eastern Area Coordination Center
KRSN,RSN,KRSN,RSN,Ruston Regional Airport,small_airport,32.514187,-92.588517,311.0,United States,Louisiana,5003,asphalt,False,100,Southern Area Coordination Center
KRSV,,,RSV,Robinson Municipal Airport,small_airport,39.015999,-87.649803,462.0,United States,Illinois,5109,asphalt,False,51,Eastern Area Coordination Center
KRSW,RSW,KRSW,RSW,Southwest Florida International Airport,large_airport,26.53619956970215,-81.75520324707031,30.0,United States,Florida,12000,asphalt,False,100,Southern Area Coordination Center
KRTN,RTN,KRTN,RTN,Raton Municipal Airport / Crews Field,small_airport,36.741501,-104.501999,6352.0,United States,New Mexico,6328,asphalt,False,97,Southwest Area Coordination Center
KRUE,,,RUE,Russellville Regional Airport,small_airport,35.259102,-93.0933,404.0,United States,Arkansas,5094,asphalt,False,100,Southern Area Coordination Center
KRUQ,SRW,KRUQ,RUQ,Mid-Carolina Regional Airport,small_airport,35.645901,-80.520302,772.0,United States,North Carolina,5500,asphalt,False,100,Southern Area Coordination Center
KRUT,RUT,KRUT,RUT,Rutland - Southern Vermont Regional Airport,medium_airport,43.5294,-72.9496,787.0,United States,Vermont,5000,asphalt,False,51,Eastern Area Coordination Center
KRVL,RED,KRVL,RVL,Mifflin County Airport,small_airport,40.6773986816,-77.6268005371,819.0,United States,Pennsylvania,5001,asphalt,False,51,Eastern Area Coordination Center
KRVS,RVS,KRVS,RVS,Tulsa Riverside Airport,medium_airport,36.0396,-95.984596,638.0,United States,Oklahoma,5103,asphalt,False,100,Southern Area Coordination Center
KRWI,RWI,KRWI,RWI,Rocky Mount Wilson Regional Airport,medium_airport,35.8563,-77.891899,159.0,United States,North Carolina,7100,asphalt,False,100,Southern Area Coordination Center
KRWL,RWL,KRWL,RWL,Rawlins Municipal Airport/Harvey Field,medium_airport,41.80559921,-107.1999969,6813.0,United States,Wyoming,7008,asphalt,False,119,Rocky Mountain Area Coordination Center
KRYM,,,RYM,Ray S Miller Army Air Field,small_airport,46.091202,-94.360497,1150.0,United States,Minnesota,6100,asphalt,False,51,Eastern Area Coordination Center
KRYN,,,RYN,Ryan Field,small_airport,32.1422004699707,-111.1750030517578,2417.0,United States,Arizona,5500,asphalt,False,97,Southwest Area Coordination Center
KRYY,,,RYY,Cobb County International Airport-McCollum Field,medium_airport,34.01316,-84.59721,1040.0,United States,Georgia,6305,asphalt,False,100,Southern Area Coordination Center
KRZR,,,RZR,Cleveland Regional Jetport,small_airport,35.211497,-84.799769,860.0,United States,Tennessee,5500,asphalt,False,100,Southern Area Coordination Center
KRZT,,,RZT,Ross County Airport,small_airport,39.440399,-83.023102,725.0,United States,Ohio,5404,asphalt,False,51,Eastern Area Coordination Center
KS21,SUO,,S21,Sunriver Airport,small_airport,43.876301,-121.453003,4164.0,United States,Oregon,5455,asphalt,False,90,Northwest Interagency Coordination Center
KS24,,,S24,Sandusky County Regional Airport,small_airport,41.2957,-83.037201,665.0,United States,Ohio,5500,asphalt,False,51,Eastern Area Coordination Center
KS33,MDJ,,S33,Madras Municipal Airport,small_airport,44.67020035,-121.1549988,2437.0,United States,Oregon,5089,asphalt,False,90,Northwest Interagency Coordination Center
KS39,PRZ,,S39,Prineville Airport,small_airport,44.286998748779,-120.90399932861,3250.0,United States,Oregon,5000,asphalt,False,90,Northwest Interagency Coordination Center
KS42,,,S42,Springer Municipal Airport,small_airport,36.331075,-104.618339,5891.0,United States,New Mexico,5000,asphalt,False,97,Southwest Area Coordination Center
KS52,,,S52,Methow Valley State Airport,small_airport,48.42490005493164,-120.14600372314452,1706.0,United States,Washington,5048,asphalt,False,90,Northwest Interagency Coordination Center
KS59,,,S59,Libby Airport,small_airport,48.28379821777344,-115.48999786376952,2601.0,United States,Montana,5000,asphalt,False,89,Northern Rockies Coordination Center
KS67,,,MAN,Nampa Municipal Airport,small_airport,43.581299,-116.523003,2537.0,United States,Idaho,5000,asphalt,False,118,Great Basin Coordination Center
KS83,,,S83,Shoshone County Airport,small_airport,47.547277,-116.188745,2223.0,United States,Idaho,5500,asphalt,False,89,Northern Rockies Coordination Center
KSAA,SAA,KSAA,SAA,Shively Field,small_airport,41.444901,-106.823997,7012.0,United States,Wyoming,8800,asphalt,False,119,Rocky Mountain Area Coordination Center
KSAC,SAC,KSAC,SAC,Sacramento Executive Airport,medium_airport,38.5125007629,-121.492996216,24.0,United States,California,5503,asphalt,False,87,Northern California Geographic Area Coordination Center
KSAD,SAD,KSAD,SAD,Safford Regional Airport,small_airport,32.85480118,-109.6350021,3179.0,United States,Arizona,6015,asphalt,True,97,Southwest Area Coordination Center
KSAF,SAF,KSAF,SAF,Santa Fe Municipal Airport,medium_airport,35.6171,-106.088997,6348.0,United States,New Mexico,"6300,6307,8342","asphalt,asphalt,asphalt",False,97,Southwest Area Coordination Center
KSAT,SAT,KSAT,SAT,San Antonio International Airport,large_airport,29.533701,-98.469803,809.0,United States,Texas,5519,asphalt,False,100,Southern Area Coordination Center
KSAV,SAV,KSAV,SAV,Savannah Hilton Head International Airport,large_airport,32.127602,-81.202103,50.0,United States,Georgia,"7002,9351","grooved concrete,grooved concrete",False,100,Southern Area Coordination Center
KSBA,SBA,KSBA,SBA,Santa Barbara Municipal Airport,medium_airport,34.426201,-119.839996,13.0,United States,California,6052,asphalt,False,96,Southern California Coordination Center
KSBM,SBM,KSBM,SBM,Sheboygan County Memorial Airport,small_airport,43.76959991,-87.85140228,755.0,United States,Wisconsin,5000,asphalt,False,51,Eastern Area Coordination Center
KSBN,SBN,KSBN,SBN,South Bend Regional Airport,medium_airport,41.708698,-86.317299,799.0,United States,Indiana,"6001,8412","asphalt,asphalt",False,51,Eastern Area Coordination Center
KSBO,,,SBO,Emanuel County Airport,small_airport,32.6091,-82.369904,327.0,United States,Georgia,6021,asphalt,False,100,Southern Area Coordination Center
KSBP,SBP,KSBP,SBP,San Luis County Regional Airport,medium_airport,35.2368011475,-120.641998291,212.0,United States,California,6100,asphalt,False,96,Southern California Coordination Center
KSBX,SBX,KSBX,SBX,Shelby Airport,small_airport,48.5406990051,-111.871002197,3443.0,United States,Montana,5004,asphalt,False,89,Northern Rockies Coordination Center
KSBY,SBY,KSBY,SBY,Salisbury Ocean City Wicomico Regional Airport,medium_airport,38.34049987792969,-75.51029968261719,52.0,United States,Maryland,5000,asphalt,False,51,Eastern Area Coordination Center
KSCD,,,SCD,Merkel Field Sylacauga Municipal Airport,small_airport,33.171799,-86.305496,569.0,United States,Alabama,5390,asphalt,False,100,Southern Area Coordination Center
KSCH,SCH,KSCH,SCH,Schenectady County Airport,medium_airport,42.852500915527,-73.928901672363,378.0,United States,New York,7000,asphalt,False,51,Eastern Area Coordination Center
KSCK,SCK,KSCK,SCK,Stockton Metropolitan Airport,medium_airport,37.893279,-121.238079,33.0,United States,California,10650,asphalt,False,96,Southern California Coordination Center
KSCX,,,SCX,Scott Municipal Airport,small_airport,36.455505,-84.586008,1545.0,United States,Tennessee,5502,asphalt,False,100,Southern Area Coordination Center
KSDL,SCF,KSDL,SDL,Scottsdale Airport,small_airport,33.622898101807,-111.91100311279,1510.0,United States,Arizona,8249,asphalt,False,97,Southwest Area Coordination Center
KSDY,SDY,KSDY,SDY,Sidney - Richland Regional Airport,medium_airport,47.705141,-104.194422,1985.0,United States,Montana,5705,asphalt,False,89,Northern Rockies Coordination Center
KSEA,SEA,KSEA,SEA,Seattle–Tacoma International Airport,large_airport,47.447943,-122.310276,433.0,United States,Washington,"9426,11900","grooved concrete,asphalt",False,90,Northwest Interagency Coordination Center
KSEE,SEE,KSEE,SEE,Gillespie Field,small_airport,32.826198577881,-116.97200012207,388.0,United States,California,5342,asphalt,False,96,Southern California Coordination Center
KSEF,SEF,KSEF,SEF,Sebring Regional Airport,small_airport,27.45639992,-81.3423996,62.0,United States,Florida,5190,asphalt,False,100,Southern Area Coordination Center
KSER,SER,KSER,SER,Freeman Municipal Airport,small_airport,38.923599243164,-85.907402038574,583.0,United States,Indiana,"5500,5502","asphalt,asphalt",False,51,Eastern Area Coordination Center
KSEZ,SDX,KSEZ,SEZ,Sedona Airport,small_airport,34.848598480225,-111.78800201416,4830.0,United States,Arizona,5129,asphalt,False,97,Southwest Area Coordination Center
KSFB,SFB,KSFB,SFB,Orlando Sanford International Airport,large_airport,28.7775993347168,-81.23750305175781,55.0,United States,Florida,9600,asphalt,False,100,Southern Area Coordination Center
KSFM,SFM,KSFM,SFM,Sanford Seacoast Regional Airport,small_airport,43.393901824951,-70.708000183105,244.0,United States,Maine,"6000,6000","asphalt,asphalt",False,51,Eastern Area Coordination Center
KSFO,SFO,KSFO,SFO,San Francisco International Airport,large_airport,37.619806,-122.374821,13.0,United States,California,"7500,8648,10602,11870","asphalt,asphalt,asphalt,asphalt",False,87,Northern California Geographic Area Coordination Center
KSFQ,,,SFQ,Suffolk Executive Airport,small_airport,36.6824,-76.601898,72.0,United States,Virginia,5007,asphalt,False,100,Southern Area Coordination Center
KSFZ,SFZ,KSFZ,SFZ,North Central State Airport,small_airport,41.9207992554,-71.49140167239999,441.0,United States,Rhode Island,5000,asphalt,False,51,Eastern Area Coordination Center
KSGH,SGH,KSGH,SGH,Springfield-Beckley Municipal Airport,medium_airport,39.840301513672,-83.840202331543,1051.0,United States,Ohio,5499,asphalt,False,51,Eastern Area Coordination Center
KSGJ,UST,KSGJ,SGJ,Northeast Florida Regional Airport,medium_airport,29.9592,-81.339798,10.0,United States,Florida,7996,asphalt,False,100,Southern Area Coordination Center
KSGU,SGU,KSGU,SGU,St George Regional Airport,medium_airport,37.036389,-113.510306,2941.0,United States,Utah,9300,asphalt,False,118,Great Basin Coordination Center
KSHD,SHD,KSHD,SHD,Shenandoah Valley Regional Airport,medium_airport,38.263802,-78.8964,1201.0,United States,Virginia,6002,asphalt,False,100,Southern Area Coordination Center
KSHN,SHN,KSHN,SHN,Sanderson Field,small_airport,47.233600616455,-123.14800262451,273.0,United States,Washington,5005,asphalt,False,90,Northwest Interagency Coordination Center
KSHR,SHR,KSHR,SHR,Sheridan County Airport,medium_airport,44.76919937133789,-106.9800033569336,4021.0,United States,Wyoming,"5039,6648,8300","asphalt,asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KSHV,SHV,KSHV,SHV,Shreveport Regional Airport,medium_airport,32.446602,-93.8256,258.0,United States,Louisiana,"6202,8351","asphalt,asphalt",False,100,Southern Area Coordination Center
KSIF,,,SIF,Rockingham County NC Shiloh Airport,small_airport,36.437199,-79.850998,694.0,United States,North Carolina,5199,asphalt,False,100,Southern Area Coordination Center
KSIK,SIK,KSIK,SIK,Sikeston Memorial Municipal Airport,small_airport,36.898899078369,-89.561798095703,315.0,United States,Missouri,5502,asphalt,False,51,Eastern Area Coordination Center
KSIY,SIY,KSIY,SIY,Siskiyou County Airport,small_airport,41.781399,-122.468002,2648.0,United States,California,7484,asphalt,True,87,Northern California Geographic Area Coordination Center
KSJN,SJN,KSJN,SJN,St Johns Industrial Air Park,small_airport,34.51860046,-109.3789978,5737.0,United States,Arizona,5322,asphalt,False,97,Southwest Area Coordination Center
KSJT,SJT,KSJT,SJT,San Angelo Regional Mathis Field,medium_airport,31.35770034790039,-100.49600219726562,1919.0,United States,Texas,"5939,8049","asphalt,asphalt",False,100,Southern Area Coordination Center
KSKX,TSM,KSKX,SKX,Taos Regional Airport,medium_airport,36.452494,-105.67749,7095.0,United States,New Mexico,5798,asphalt,False,97,Southwest Area Coordination Center
KSLC,SLC,KSLC,SLC,Salt Lake City International Airport,large_airport,40.78886,-111.979866,4227.0,United States,Utah,"9596,12004","asphalt,asphalt",False,118,Great Basin Coordination Center
KSLE,SLE,KSLE,SLE,Salem-Willamette Valley Airport/McNary Field,medium_airport,44.9095,-123.002998,214.0,United States,Oregon,"5145,5811","asphalt,asphalt",False,90,Northwest Interagency Coordination Center
KSLI,,,SLI,Los Alamitos Army Air Field,medium_airport,33.79000092,-118.052002,32.0,United States,California,8000,asphalt,False,96,Southern California Coordination Center
KSLK,SLK,KSLK,SLK,Adirondack Regional Airport,medium_airport,44.38691,-74.204629,1663.0,United States,New York,6573,asphalt,False,51,Eastern Area Coordination Center
KSLN,SLN,KSLN,SLN,Salina Municipal Airport,medium_airport,38.79100036621094,-97.6521987915039,1288.0,United States,Kansas,"6510,12300","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KSLR,SLR,KSLR,SLR,Sulphur Springs Municipal Airport,small_airport,33.159801483154,-95.621101379395,489.0,United States,Texas,5001,grooved concrete,False,100,Southern Area Coordination Center
KSME,SME,KSME,SME,Lake Cumberland Regional Airport,medium_airport,37.0533981323,-84.6158981323,927.0,United States,Kentucky,5800,asphalt,False,100,Southern Area Coordination Center
KSMN,SMN,KSMN,SMN,Lemhi County Airport,medium_airport,45.122233,-113.88196,4043.0,United States,Idaho,5150,asphalt,False,118,Great Basin Coordination Center
KSMS,SUM,KSMS,SMS,Sumter Airport,small_airport,33.994998931885,-80.361297607422,182.0,United States,South Carolina,5501,asphalt,False,100,Southern Area Coordination Center
KSMX,SMX,KSMX,SMX,Santa Maria Public Airport Captain G Allan Hancock Field,medium_airport,34.898899,-120.457001,261.0,United States,California,"5130,6304","asphalt,asphalt",False,96,Southern California Coordination Center
KSNA,SNA,KSNA,SNA,John Wayne Orange County International Airport,large_airport,33.675701,-117.867996,56.0,United States,California,5700,asphalt,False,96,Southern California Coordination Center
KSNK,SNK,KSNK,SNK,Winston Field,small_airport,32.690212,-100.948918,2430.0,United States,Texas,5600,asphalt,False,100,Southern Area Coordination Center
KSNL,SNL,KSNL,SNL,Shawnee Regional Airport,small_airport,35.357898712158,-96.942802429199,1073.0,United States,Oklahoma,5600,asphalt,False,100,Southern Area Coordination Center
KSNS,SNS,KSNS,SNS,Salinas Municipal Airport,medium_airport,36.662799835205,-121.60600280762,85.0,United States,California,6004,asphalt,False,96,Southern California Coordination Center
KSNY,SNY,KSNY,SNY,Sidney Municipal Airport Lloyd W Carr Field,medium_airport,41.101299,-102.985001,4313.0,United States,Nebraska,6600,grooved concrete,False,119,Rocky Mountain Area Coordination Center
KSOP,SOP,KSOP,SOP,Moore County Airport,small_airport,35.237184,-79.389381,455.0,United States,North Carolina,5503,asphalt,False,100,Southern Area Coordination Center
KSOW,SOW,KSOW,SOW,Show Low Regional Airport,medium_airport,34.264062,-110.007091,6415.0,United States,Arizona,7200,asphalt,False,97,Southwest Area Coordination Center
KSPA,SPA,KSPA,SPA,Spartanburg Downtown Memorial Airport,small_airport,34.915699005127,-81.956497192383,801.0,United States,South Carolina,5202,asphalt,False,100,Southern Area Coordination Center
KSPB,,,SPB,Scappoose Industrial Airpark,small_airport,45.771,-122.862,58.0,United States,Oregon,5100,asphalt,False,90,Northwest Interagency Coordination Center
KSPF,SPF,KSPF,SPF,Black Hills Airport-Clyde Ice Field,small_airport,44.48030090332,-103.78299713135,3931.0,United States,South Dakota,6400,asphalt,False,119,Rocky Mountain Area Coordination Center
KSPI,SPI,KSPI,SPI,Abraham Lincoln Capital Airport,medium_airport,39.844101,-89.677902,598.0,United States,Illinois,7000,asphalt,False,51,Eastern Area Coordination Center
KSPK,,,SPK,Spanish Fork Municipal Airport/Woodhouse Field,small_airport,40.145027,-111.667694,4529.0,United States,Utah,5700,asphalt,False,118,Great Basin Coordination Center
KSPS,SPS,KSPS,SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,medium_airport,33.9888,-98.491898,1019.0,United States,Texas,7021,asphalt,False,100,Southern Area Coordination Center
KSPZ,,,SPZ,Silver Springs Airport,small_airport,39.40299987792969,-119.2509994506836,4269.0,United States,Nevada,5998,asphalt,False,118,Great Basin Coordination Center
KSQI,SQI,KSQI,SQI,Whiteside County Airport - Joseph H Bittorf Field,small_airport,41.742175,-89.673629,648.0,United States,Illinois,6500,asphalt,False,51,Eastern Area Coordination Center
KSRB,,,SRB,Upper Cumberland Regional Airport,small_airport,36.055901,-85.530701,1025.0,United States,Tennessee,6000,asphalt,False,100,Southern Area Coordination Center
KSRC,SRC,KSRC,SRC,Searcy Municipal Airport,small_airport,35.210602,-91.737503,265.0,United States,Arkansas,6008,asphalt,False,100,Southern Area Coordination Center
KSRE,,,SRE,Seminole Municipal Airport,small_airport,35.2747,-96.675201,1024.0,United States,Oklahoma,5000,asphalt,False,100,Southern Area Coordination Center
KSRQ,SRQ,KSRQ,SRQ,Sarasota Bradenton International Airport,large_airport,27.394631,-82.554359,30.0,United States,Florida,"5009,9500","asphalt,asphalt",False,100,Southern Area Coordination Center
KSRR,RUI,KSRR,SRR,Sierra Blanca Regional Airport,medium_airport,33.462799,-105.535004,6814.0,United States,New Mexico,"6500,8099","asphalt,asphalt",False,97,Southwest Area Coordination Center
KSSI,SSI,KSSI,SSI,St Simons Island Airport,medium_airport,31.1518,-81.391296,19.0,United States,Georgia,5800,asphalt,False,100,Southern Area Coordination Center
KSTE,STE,KSTE,STE,Stevens Point Municipal Airport,small_airport,44.5452003479,-89.530296325684,1110.0,United States,Wisconsin,6028,asphalt,False,51,Eastern Area Coordination Center
KSTF,,,STF,George M Bryan Airport,small_airport,33.43310165,-88.84860229,333.0,United States,Mississippi,5550,asphalt,False,100,Southern Area Coordination Center
KSTP,STP,KSTP,STP,Saint Paul Downtown Holman Field,medium_airport,44.93479,-93.060036,705.0,United States,Minnesota,6711,asphalt,False,51,Eastern Area Coordination Center
KSTS,STS,KSTS,STS,Charles M. Schulz Sonoma County Airport,medium_airport,38.50899887,-122.8130035,128.0,United States,California,"5202,6000","asphalt,asphalt",False,87,Northern California Geographic Area Coordination Center
KSUA,SUA,KSUA,SUA,Witham Field,small_airport,27.18169975,-80.22109985,16.0,United States,Florida,"5000,5826","asphalt,asphalt",False,100,Southern Area Coordination Center
KSUN,SUN,KSUN,SUN,Friedman Memorial Airport,medium_airport,43.50439835,-114.2959976,5318.0,United States,Idaho,6952,asphalt,False,118,Great Basin Coordination Center
KSUS,SUS,KSUS,SUS,Spirit of St Louis Airport,medium_airport,38.662102,-90.652,463.0,United States,Missouri,5000,asphalt,False,51,Eastern Area Coordination Center
KSUW,SUW,KSUW,SUW,Richard I Bong Memorial Airport,small_airport,46.688612,-92.095041,674.0,United States,Wisconsin,5100,asphalt,False,51,Eastern Area Coordination Center
KSUX,SUX,KSUX,SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,medium_airport,42.397605,-96.382237,1098.0,United States,Iowa,6600,asphalt,False,51,Eastern Area Coordination Center
KSUZ,,,SUZ,Saline County Regional Airport,medium_airport,34.590599,-92.479401,390.0,United States,Arkansas,5001,asphalt,False,100,Southern Area Coordination Center
KSVC,SVC,KSVC,SVC,Grant County Airport,medium_airport,32.636701,-108.154736,5446.0,United States,New Mexico,6802,asphalt,True,97,Southwest Area Coordination Center
KSVH,SVH,KSVH,SVH,Statesville Regional Airport,small_airport,35.765301,-80.953903,968.0,United States,North Carolina,7006,asphalt,False,100,Southern Area Coordination Center
KSVN,SVN,KSVN,SVN,Hunter Army Air Field,medium_airport,32.00999832,-81.14569855,41.0,United States,Georgia,11375,asphalt,False,100,Southern Area Coordination Center
KSWF,SWF,KSWF,SWF,New York Stewart International Airport,medium_airport,41.504101,-74.104797,491.0,United States,New York,"6006,11818","asphalt,asphalt",False,51,Eastern Area Coordination Center
KSWO,SWO,KSWO,SWO,Stillwater Regional Airport,medium_airport,36.162132,-97.085581,1000.0,United States,Oklahoma,"5002,7401","asphalt,asphalt",False,100,Southern Area Coordination Center
KSWW,SWW,KSWW,SWW,Avenger Field,small_airport,32.467399597168,-100.46700286865,2380.0,United States,Texas,"5659,5840","asphalt,asphalt",False,100,Southern Area Coordination Center
